timestamp,open,high,low,close,volume
5/17/2018,196,198.429993,195.570007,196.020004,13406800
5/16/2018,196.75,199.75,196.300003,198.110001,12887500
5/15/2018,195.229996,196.779999,193.860001,196.610001,12694900
5/14/2018,195.899994,200,195.869995,198.639999,17627100
5/11/2018,196.399994,196.460007,193.380005,194.360001,12741100
5/10/2018,196.300003,199.770004,195.160004,195.960007,21295000
5/9/2018,195.839996,197.380005,194.5,195.429993,13780600
5/8/2018,194.199997,197.339996,193.009995,196.309998,21856300
5/7/2018,190.410004,196.600006,190.300003,195.350006,29862200
5/4/2018,180.399994,190.600006,178.619995,188.889999,57788300
5/3/2018,183.5,183.589996,175.770004,182.449997,26257600
5/2/2018,180.800003,184.264008,180.110001,181.449997,20681800
5/1/2018,177.580002,180.320007,177.440002,179.5,10787700
4/30/2018,178.089996,180.039993,177.050003,178.539993,14654000
4/27/2018,177.11,178.2,174.01,177.16,15062517
4/26/2018,173.25,174.36,172.05,173.9,13398037
4/25/2018,170.52,171.3,166.64,170.22,17122105
4/24/2018,177.63,178,170.68,173.09,14567517
4/23/2018,178.63,179.32,174.71,175.57,12033892
4/20/2018,179.36,181.39,177.53,179.11,14473079
4/19/2018,183.26,183.63,179.52,181.39,11988977
4/18/2018,178.9,182.88,177.64,182.68,16972731
4/17/2018,174.83,179.34,174.83,178.7,16285805
4/16/2018,172.01,174.79,171.01,174.7,9876207
4/13/2018,176.72,176.8,171.07,172.04,13526198
4/12/2018,175.93,177.9,174.56,175.92,11133871
4/11/2018,176.48,178.16,174.74,175.36,10170536
4/10/2018,175.1,177.88,173.85,177.1,20596194
4/9/2018,169.75,172.72,168.61,169.87,14717312
4/6/2018,169.84,172.27,166.4,167.52,18209969
4/5/2018,175.48,176.56,171.17,172.57,18250947
4/4/2018,166.88,172.4099,166.13,172.07,24573593
4/3/2018,179.26,179.58,173,174.67,19975067
4/2/2018,182.81,183.51,175.75,177.61,16028747
3/29/2018,180.88,185.13,178.62,183.54,16378866
3/28/2018,180.73,183.44,177.57,178.91,20081071
3/27/2018,192.24,192.25,180.66,181.89,16627873
3/26/2018,187.89,190.62,184.32,190.5,16758711
3/23/2018,186.85,188.48,180.401,181.2,18714404
3/22/2018,190.75,192.39,184.6,184.65,25355700
3/21/2018,198.8,198.88,194.57,195.3,12047301
3/20/2018,194.95,199.21,194.54,198.95,11952024
3/19/2018,198,198.43,192.801,194.53,19681421
3/16/2018,198.4,200.38,197.26,200.28,26948659
3/15/2018,198.44,201.5,196.52,199.06,33626797
3/14/2018,190.29,193.63,190.22,192.56,20032271
3/13/2018,193.88,194.25,187.39,188.41,14826665
3/12/2018,192.3,194.4,190.9,192.74,17826186
3/9/2018,189.64,190.7,188.01,190.55,14208356
3/8/2018,189.05,190.23,186.5699,187.18,14331400
3/7/2018,184.37,189.07,184.32,189.05,13728910
3/6/2018,185.19,188.01,184.82,187.37,17856088
3/5/2018,179.41,181.95,177.07,181.6,15656661
3/2/2018,178.01,180.23,175.45,179.76,18909073
3/1/2018,186.18,187.48,180.05,181.99,17286309
2/28/2018,187.25,188.24,185,186.14,19367576
2/27/2018,192.59,193.5667,187.21,188.26,23218450
2/26/2018,194.46,195.15,190.65,194.19,19463072
2/23/2018,190.18,193.405,189.95,193.29,16937275
2/22/2018,190.2,190.74,187.77,188.75,12282843
2/21/2018,189.37,193.17,188.46,188.82,22071585
2/20/2018,183.67,188.83,183,187.19,14854901
2/16/2018,186.75,188.27,183.54,183.68,16114051
2/15/2018,189.25,189.56,184.431,187.45,14361054
2/14/2018,179.22,186.93,178.9002,186.76,21047363
2/13/2018,177.42,182.15,177,179.25,15506955
2/12/2018,180.44,180.79,175.0861,177.44,18280259
2/9/2018,175.12,177.6164,168.88,176.67,28049543
2/8/2018,182.27,183.1,171.39,173.7,32051274
2/7/2018,183.5,186.83,180.3,180.3,19672104
2/6/2018,174.72,185.59,174.17,185.17,35804470
2/5/2018,183.7,190.4699,179.9,180.53,31083967
